compString,numAtomsCation,numAtomsAnion,SimVolume_cation,SimVolume_anion,Sim_rCation,Sim_rAnion,Sim_vCation/vAnion,polarArea_Cation,polarArea_Anion,polarArea_IonPair,rotatableBondCount_Cation,rotatableBondCount_Anion,rotatableBondCountFraction_Anion,rotatableBondCountFraction_Cation,hBondAcceptorCount_Anion,hBondAcceptorCount_Cation,hBondDonorCount_Anion,hBondDonorCount_Cation,hBond_anionDonorInteraction,hBond_cationDonorInteraction,mmCation,mmAnion,Temperature,SimLogP_anion,SimLogP_cation,totalBondCount_Anion,totalBondCount_Cation,Asphericity_cation,Spherocity_cation,Asphericity_anion,Spherocity_anion,Valence_Electrons_cation,Valence_Electrons_anion,MinPartialCharge_anion,MinPartialCharge_cation,MaxPartialCharge_cation,MaxPartialCharge_anion,Asphericity_cation_std%,Spherocity_cation_std%,Asphericity_anion_std%,Spherocity_anion_std%,Specific_density,Smiles_anion,Smiles_cation,Mols_cation,Mols_anion
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,353,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1346.8,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,353,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1346.8,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,353,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1346.8,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,353,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1346.69,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,353,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1346.78,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,353,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1346.69,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,353,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1342.5,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,353,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1347,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,353,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1346.78,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,308,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1385.48,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,308,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1385.5,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,308,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1385.3,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,303,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1390.02,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,303,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1389.4,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,303,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1390,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,303,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1390.7,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,303,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1390.17,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,303,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1390.1,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,303,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1390.17,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,303,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1390.1,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,303,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1390.17,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,303,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1390.1,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,313,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1380.9,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,313,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1381.2,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,313,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1380.9,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,313,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1381.7,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,313,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1381.31,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,313,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1381.38,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,313,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1381.2,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,313,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1381.31,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,313,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1381.38,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,313,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1381.2,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,313,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1381.31,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,313,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1381.38,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
"['1-butyl-1-methylpyrrolidinium', 'Bistriflylimide anion']",30,15,167.69648000000004,156.65568000000002,3.420937285044969e-10,3.344150741943107e-10,1.0704781339559473,0,103,103,3,1,0.071428571,0.1,11,0,0,0,0,0,142.26,280.15,313,0.9542,2.0268999999999995,14,30,0.4238809887902482,0.39069851902230646,0.3392899763570794,0.3331410396496278,60,92,-0.756650956,-0.326037383,0.092412052,0.5185779581521305,20.059394405311316,8.605391746892725,8.871812634,5.562783403315668,1381,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCC[N+]1(CCCC1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd5bd65f6d0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>
